English,Image,Audio,Type,Word_1,Word_2,Word_3,Word_4,Word_Example_1,Word_Example_2,Word_Example_3,Word_Example_4,Arabic,Chinese_HK,Chinese_CH,Chinese_TW,French,Dutch,German,Greek,Hindi,Indonesian,Italian,Japanese,Korean,Malay,Polish,Portuguese_BR,Portuguese_PT,Russian,Spanish,Thai,Vietnamese,Word_Example_1_Audio,Word_Example_2_Audio,Word_Example_3_Audio,Word_Example_4_Audio,Tag
"I never went after the money, and it's not that important to me.""","<img src=""eight_traits_of_successful_people_037.jpg"">",[sound:eight_traits_of_successful_people_037.wav],I never went after the money and its not that important to me,went after: actively pursued,not that important: phrase for downplaying importance,,,He went after his dream job with determination.,It’s not that important whether we leave now or later.,,,"لم أسعى أبدًا خلف المال، وليس بتلك الأهمية بالنسبة لي""",,我从未追逐过金钱,因為錢從來不是我追求的目標,Je n’accorde pas beaucoup d’importance à l'argent.,echte de money and is not an important,,,,,,,,,,,"""Nunca corri atrás de dinheiro isso, para mim, não é importante"".",,,มันไม่ได้สำคัญมากมายนักสำหรับผม,,[sound:hypertts-40b20c6d6596f9b1e2658d5785626a584271b635a6e34beb94d0de13.mp3],[sound:hypertts-6d7673d797425fe5fac60bccafb4caf2542a9ddcac03df2a568299e6.mp3],,,eight_traits_of_successful_people ted-ed
"She said, ""Maybe not to you, but it is to me.","<img src=""eight_traits_of_successful_people_038.jpg"">",[sound:eight_traits_of_successful_people_038.wav],She said Maybe not to you but it is to me,"Maybe not to you, but...: phrase for contrast in perspective",,,,"Maybe not to you, but this opportunity means everything to me.",,,,"فقالت ""ربما ليس بالنسبة لك، ولكنه مهم بالنسبة لي",,她说， “也许对你来说不重要，但它对我来说很重要。,她說：「也許你覺得不算什麼，,"Elle m’a dit : « Peut-être pas pour vous, mais ça l’est pour moi.",hem e cheese and maybe not you will do,"Und sie sagte: ""Nicht für dich, aber für mich schon.",,,"Dia berkata, ""Tidak untuk kamu, tapi penting untuk saya.","Lei disse: ""Forse non per te, ma per me sì.",すると彼女は「そうかもしれないけど 私には大事なの,"그녀는 말했죠, ""당신한테는 아닐지도 모르지만 저한테는 그래요.",,"""Może dla ciebie, ale dla mnie tak"", powiedziała. ""Nie chcę być biedna,","Ela disse: ""Talvez não para você, mas é pra mim.","Ela disse: ""Para si, talvez não, mas é para mim.","Она сказала: «Может, не важны для вас, но для меня важны.","Ella dijo: ""Tal vez no para Ud., pero sí para mí.","เธอพูดต่อว่า ""มันอาจจะไม่สำคัญสำหรับคุณ แต่สำคัญสำหรับหนู""","Cô bé đáp: ""Không phải với bác, nhưng phải với cháu.",[sound:hypertts-6e32730de04f15f3e96006bfa3330542ce93a3fc45d62d1533898c57.mp3],,,,eight_traits_of_successful_people ted-ed
I don't want to be poor all my life.,"<img src=""eight_traits_of_successful_people_039.jpg"">",[sound:eight_traits_of_successful_people_039.wav],I dont want to be poor all my life,all my life: phrase meaning “for the entire duration of life”,,,,He has lived in the same town all his life.,,,,لا أريد أن أكون فقيرة طوال حياتي,,我不想一辈子都贫穷度日。,因為我不想要一生貧窮,Je ne veux pas rester pauvre toute ma vie.,list amy en rory for my life and i get,"Ich will nicht immer arm sein, ich will etwas erreichen,",,,"Saya tidak ingin miskin selamanya. Saya mau menjadi sesuatu,","Non voglio essere povera per sempre. Voglio avere successo,",死ぬまでずっと貧乏なんて嫌 何とかしたいの,저는 평생 가난하고 싶지 않아요. 저는 어딘가로 가고 싶지만,,,"Eu não quero ser pobre pelo resto da vida. Quero me dar bem,","""Não quero ser pobre toda a vida.","Я не хочу быть бедной всю жизнь. Хочу чего-то достичь,","No quiero ser pobre toda mi vida. Quiero lograr algo,",,Cháu không muốn nghèo suốt đời cháu muốn vươn lên,[sound:hypertts-dd711a3fae588b57e630a283328064fd48c5ea77f812741ee035ba03.mp3],,,,eight_traits_of_successful_people ted-ed
"I want to get somewhere, but it's never going to happen.""","<img src=""eight_traits_of_successful_people_040.jpg"">",[sound:eight_traits_of_successful_people_040.wav],I want to get somewhere but its never going to happen,get somewhere: phrase meaning achieve success/progress,never going to happen: phrase expressing strong doubt,,,"If you work hard, you’ll eventually get somewhere in your career.",Winning the lottery twice? That’s never going to happen.,,,"أريد أن أصل لمكانة ما، لكن ذلك لن يحدث أبدًا""",,我希望能在我的人生中做成点事,我想要突破現狀走出自己的路,Je veux réussir dans la vie. Ça n’arrivera jamais. »,some more,"aber das wird nie geschehen.""",,,,"ma non succederà mai.""",,"그런 일은 결코 없겠죠.""",,"chcę do czegoś dojść, ale to się nigdy nie stanie"".","mas isso nunca vai acontecer.""","""Quero chegar a qualquer lado mas isso nunca vai acontecer"".",но это никогда не случится».,"pero nunca sucederá"".","แต่มันไม่เคยเป็นไปได้""",,[sound:hypertts-20da99bc3a051abc1b2288558595dad35d1be501083e9d1083326ff4.mp3],[sound:hypertts-7028b1096dba580929adc2a40857a8eba5aab051246b10407c1f1878.mp3],,,eight_traits_of_successful_people ted-ed
"I said, ""Well, why not?""","<img src=""eight_traits_of_successful_people_041.jpg"">",[sound:eight_traits_of_successful_people_041.wav],I said Well why not,Why not?: phrase challenging a negative assumption,,,,“Why not take a risk if you’ve got nothing to lose?” she asked.,,,,"قلت، ""حسنًا، لم لا؟""",,我问，“何以见得呢？“,我說：「為什麼不呢?」,Pourquoi pas?,,"Ich antwortete: ""Warum denn nicht?""",,,"Kata saya, ""Kenapa tidak?""","Ho detto: ""Perché no?""",「どうして？」と聞くと,"제가 말했어요. ""왜 안되니?""",,Zapytałem dlaczego.,"Eu disse: ""Por que não?""","E eu: ""Porque não?""",Я спросил: «Почему?»,"Le dije: ""Bueno, ¿por qué no?""","ผมพูดกับเธอว่า ""ทำไมล่ะ?""","""Chà, tại sao không?"" ""Bác biết đấy, cháu không thông minh.",[sound:hypertts-abf9a2f244bf52dbb216aaa77146f70b50ae0c4accc9f039e5d5821a.mp3],,,,eight_traits_of_successful_people ted-ed
"She said, ""Well, you know, I'm not very smart.","<img src=""eight_traits_of_successful_people_042.jpg"">",[sound:eight_traits_of_successful_people_042.wav],She said Well you know Im not very smart,not doing great: phrase for underperforming,,,,He’s not doing great at work since the new manager arrived.,,,,"قالت: ""حسنًا، أتعلم، فأنا لست ذكية جدًا",,她说， 好吧，我并不聪明,她說：「因為我不夠聰明， 在學校表現得也不夠亮眼。」,"Elle m’a répondu qu’elle n’était pas très intelligente,",ze zei wel juno en fris maar een natuur,"Sie sagte: ""Ich bin nicht besonders klug,",,,"Katanya, ""Saya tidak begitu pintar.","Lei ha risposto: ""Non sono molto intelligente.",こう言います 「だって 私 頭が良くないし,"그녀가 말했죠. ""저는 매우 영리하지 않아요.",,"""Nie jestem mądra, w szkole nie radzę sobie najlepiej"".","Ela disse: ""Sabe, não sou muito esperta.","E ela: ""Sabe, não sou muito inteligente,","Она ответила: «Знаете, я не очень умная.","Ella dijo: ""Bueno, no soy muy inteligente.","เธอตอบว่า ""หนูจะบอกให้ หนูไม่ค่อยฉลาด",,[sound:hypertts-f01658e1e0b89848ed87bde8225ddaf78a03b8667682fc86265bc74d.mp3],,,,eight_traits_of_successful_people ted-ed
"I'm not doing great in school.""","<img src=""eight_traits_of_successful_people_043.jpg"">",[sound:eight_traits_of_successful_people_043.wav],Im not doing great in school,,,,,,,,,"ولست أبلي جيدًا في المدرسة""",,我的学业并不出色。“,,que ses résultats scolaires étaient faibles.,graydon school,"ich bin nicht gut in der Schule.""",,,"Saya kepayahan di sekolah.""","Non sono brava a scuola.""",学校の成績も悪いから」,"학교에서 잘하지 못해요.""",,,"Não estou indo muito bem na escola.""","""não vou muito bem na escola"".",У меня не лучшие оценки в школе».,"No voy bien en la escuela"".","หนูเรียนไม่เก่ง""","Cháu không học tốt ở trường""",,,,,eight_traits_of_successful_people ted-ed
"I said, ""So what? I'm not smart. I barely passed high school.","<img src=""eight_traits_of_successful_people_044.jpg"">",[sound:eight_traits_of_successful_people_044.wav],I said So what Im not smart I barely passed high school,So what?: phrase dismissing importance,barely passed: succeeded with minimal margin,,,“So what if it rains? We’ll still go hiking.”,She barely passed the exam after weeks of cramming.,,,"قلت، ""وماذا في ذلك؟ فأنا لست ذكياً فلقد نجحت بالكاد في المدرسة الثانوية",,我说，“那又怎样呢？我也不聪明。 我勉强才从高中毕业。,我說：「那又如何？ 我也不聰明，高中還差點畢不了業,,het zit zo een arts maar hij burley guys,"Ich sagte: ""Na und? Ich bin nicht klug, ich habe die High School knapp geschafft.",,,"Kata saya, ""Saya tidak pintar. Saya hampir tidak lulus sekolah menengah.","Ho detto: ""Neanch'io e ho a malapena finito il liceo.",「だから？ 僕だって頭が良い訳じゃないよ 高校卒業もギリギリだったし,"제가 말했죠. ""그게 어때서? 나는 영리하지 않아. 학교도 겨우 졸업했어.",,"Odparłem, że ja też nie jestem mądry, ledwo skończyłem liceum.","Eu disse: ""E daí? Eu não sou esperto. Eu mal passei pelo ensino médio.","E eu: ""E depois? Eu não sou inteligente. Quase não passei no secundário.",Я сказал: «И что? Я не умный. Я с трудом окончил среднюю школу.,"Le dije: ""¿Y qué? Yo no soy inteligente. Apenas pasé la escuela secundaria.","ผมตอบกลับว่า ""ทำไมล่ะ? ผมก็ไม่ได้เก่งกาจอะไร เกือบจะสอบตกสมัยเรียนมัธยม""","""Vậy thì sao, bác cũng không thông minh,",[sound:hypertts-00c4da7d29db6dd1394fa1e3c1e14e00393e75ee28daccfabcdfe5f5.mp3],[sound:hypertts-a46b914cb10850b3d587eefccc2d7b6070e0719b132c3a80ffb9054d.mp3],,,eight_traits_of_successful_people ted-ed
I had absolutely nothing going for me.,"<img src=""eight_traits_of_successful_people_045.jpg"">",[sound:eight_traits_of_successful_people_045.wav],I had absolutely nothing going for me,nothing going for me: phrase meaning no advantages,absolutely: intensifier for emphasis,,,She felt she had nothing going for her until she discovered painting.,The team had absolutely no chance of winning the match.,,,لم يكن هناك شيء يعمل في صالحي على الإطلاق,,我没有任何优势与天赋,我根本沒有指望,Tout allait de travers dans ma vie.,guys kool-aid apps olie messing,Es lief nichts besonders gut für mich.,,,Dulu saya payah di segala bidang.,Non avevo particolari prospettive.,得意なこともなければ,나는 아무것도 해당사항이 없었어.,,"Nie byłem wyjątkowy ani popularny, nikt nie wróżyłby mi sukcesu.",Não tinha nada demais em mim.,"""Nunca houve nada em que me destacasse.",У меня не было абсолютно ничего.,Yo no tenía absolutamente nada a mi favor.,ผมไม่มีอะไรเป็นโล้เป็นพาย,Không có điều gì hoàn hảo xảy ra với bác cả.,[sound:hypertts-ae53f4fa26eceb6ece4f2ac10319c41f624b4051d78d881bcb81bf1a.mp3],[sound:hypertts-4e0dd11d8507f49afc093327638a50b48575e8c9a1d87c37c027e0cc.mp3],,,eight_traits_of_successful_people ted-ed
I was never voted most popular or most likely to succeed.,"<img src=""eight_traits_of_successful_people_046.jpg"">",[sound:eight_traits_of_successful_people_046.wav],I was never voted most popular or most likely to succeed,most likely to succeed: common phrase for future achievers,,,,"In school, she was voted most likely to succeed, and she truly did.",,,,لم أحصل على لقب الأكثر شعبية أو الأكثر احتمالًا للنجاح,,我从未被当作最受欢迎或最容易成功的人。,沒有半個人認為我會成名或成功,Les filles ne m’ont jamais élu le garçon le plus séduisant.,golfvormen huisnummer voor de meest,Ich war nie der Beliebteste oder der mit den höchsten Erfolgschancen.,,,Saya tidak populer dan tidak diperkirakan akan berhasil.,Non sono mai stato popolare o uno che avrebbe avuto successo.,人気者でもなく 成功しそうにも見えなかった,나는 가장 인기가 있거나 성공할 거라는 표를 받은 적이 없어.,,,Nunca fui o mais popular ou o mais propenso ao sucesso.,"""Nunca fui muito popular nem parecia destinado a ter êxito.","Меня не признавали самым популярным или тем, у кого будет успех.","Nunca me votaron como el más popular, ni tuve probabilidades de éxito.",ไม่เคยเป็นคนยอดนิยมในหมู่เพื่อน ไม่เคยมีหวังว่าจะทำอะไรสำเร็จได้,Bác chưa bao giờ được chọn là nổi tiếng nhất hay thành công nhất.,[sound:hypertts-af9f118e98b60586198100cae7f6a98b383ae092efb2d17bd9ba55d4.mp3],,,,eight_traits_of_successful_people ted-ed
